UID,Discipline,Title,Keywords,Language,RVK,Length_RVK
96725,Logistik,Kostenanalyse und – vergleich von verschiedenen Transportmodi für Windenergieanlagen,Windkraftwerk|Transport|Transportkette (Güterverkehr)|Kostenanalyse|Hochschulschrift|Windkraftwerk|Transport|Transportkette 〈Güterverkehr〉|Kostenanalyse,de,QP 500,3
79541,Wirtschaftsingenieurwesen,Entwicklung von Prüfprozeduren für die Durchführung von europäischen Konformitätsbewertungsverfahren für pyrotechnische Gegenstände der Kategorie 4 im Hinblick auf zukünftige europäische Normen,Pyrotechnisches Produkt|Pyrotechnik|Sprengstoffrecht|Prüftechnik|Hochschulschrift|Pyrotechnisches Produkt|Pyrotechnik|Sprengstoffrecht|Prüftechnik,de,QP 500,3
244042,Business Management,Social Media Marketing: Entwicklung eines Social Media Konzeptes für Kienbaum - das Olympische und Paralympische Trainingszentrum für Deutschland e. V.,Olympische Spiele|Paralympics|Neue Medien|Medienkompetenz|Hochschulschrift|Neue Medien|Olympische Spiele 1896-|Paralympics|Medienkompetenz,de,QP 120,3
40689,Logistik,Modellierungsschema zur Identifikation von Bedarfs-Kapazitäts-Beziehungen in vorhandenen Fertigungsstrukturen,Fertigung|Ablaufplanung|Hochschulschrift|Fertigung|Ablaufplanung,de,QP 500,3
96726,Luftfahrttechnik / Luftfahrtlogistik,Konzeption eines Schulungsprogramms im Bereich Luftsicherheit (Security),Luftverkehr|Flugsicherung|Weiterbildung|Konzeption|Hochschulschrift|Luftverkehr|Flugsicherung|Weiterbildung|Konzeption,de,ZO 7202,4
244043,Wirtschaftsinformatik,Entwicklung einer Internetplattform und eines Datenbankmodells für die Konfiguration technischer Anlagen im Rahmen einer Energieoptimierungssoftware,Datenbankverwaltung|Prozessanalyse (Prozessmanagement)|Energieversorgung|Hochschulschrift|Datenbankverwaltung|Prozessanalyse 〈Prozessmanagement〉|Energieversorgung,de,QH 500,3
79542,Maschinenbau,Konzeption und Konstruktion eines Schutzgehäuses für ein Thermografiesystem zum Einsatz unter Weltraumsimulationsbedingungen,Raumfahrttechnik|Thermografie|Infrarotkamera|Konstruieren|Hochschulschrift|Raumfahrttechnik|Thermografie|Infrarotkamera|Konstruieren,de,ZL 3000,4
55090,Wirtschaftsingenieurwesen,Optimierung der Materialflüsse und der dazugehörigen Lagerstruktur in der DB Fahrzeuginstandhaltung GmbH Werk Fulda,Hochschulschrift,de,QP 500,3
122999,Biosystemtechnik / Bioinformatik,Aufbau und Etablierung einer analytischen Methode zur Bestimmung von Tamoxifen und Metaboliten im Patientenserumspiegel,Brustkrebs|Therapie|Tamoxifen|LC-MS|Hochschulschrift|Brustkrebs|Therapie|Tamoxifen|LC-MS,de,WF 9720,4
79543,Logistik,Optimierung des Kommissionierprozesses im Lager eines Triebwerkherstellers unter Verwendung der Prinzipien der Wertstromanalyse,Luft- und Raumfahrtindustrie|Flugtriebwerk|Lagerhaltung|Kommissionierung|Wertstromdesign|Hochschulschrift|Luft- und Raumfahrtindustrie|Flugtriebwerk|Lagerhaltung|Kommissionierung|Wertstromdesign,de,QP 500,3
124314,Maschinenbau,CO2-Emmissionen bei der Bettungsreinigung,Eisenbahnnetz|Infrastruktur|Hochschulschrift|Eisenbahnnetz|Infrastruktur,de,ZL 3000,4
244046,Business Management,Möglichkeiten und Grenzen der Personalisierung im E-Commerce,Electronic Commerce|Personalisierung|Kundenbindung|Hochschulschrift|Electronic Commerce|Personalisierung|Kundenbindung,de,QP 120,3
244047,Betriebswirtschaft,"Vereinbarkeit von Familie und Beruf- Herleitung einer Konzeption zur Entgeltfortzahlung auf Grund vorübergehender Verhinderung durch Erkrankung des Kindes, über den gesetzlichen Anspruch hinaus",Vereinbarkeit von Familie und Beruf|Kinderbetreuung|Konzeption|Hochschulschrift|Vereinbarkeit von Familie und Beruf|Kinderbetreuung|Konzeption,de,QP 120,3
180452,Business Management,Kundenbindung durch Kundenbindngsinstrumente - eine empirische Analyse des Einsatzes von Kundenbindungsinstrumenten am Beispiel ausgewählter Unternehmen der Dienstleistungsbranche,Kundenbindung|Dienstleistung|Unternehmen|Hochschulschrift|Kundenbindung|Dienstleistung|Unternehmen,de,QP 120,3
124315,Physikalische Technik,Ermittlung der Strahlqualität und des Konversionswirkungsgrades beidseitig gelöteter QCW-Laser in Abhängigkeit von der Temperatur,Laserdiode|Elektrische Spannung|Wellenlänge|Polarisation|Hochschulschrift|Laserdiode|Elektrische Spannung|Wellenlänge|Polarisation,de,ZL 3000,4
180453,Business Management,Neurosemantische Analyse der Werbung im Süßgebäckmarkt - Emotionale Positionierung am Beispiel der Bahlsen GmbH und Co.KG,Neuroökonomik|Neuromarketing|Verbraucherverhalten|Marktanalyse|Hochschulschrift|Neuroökonomik|Neuromarketing|Verbraucherverhalten|Marktanalyse,de,QP 120,3
124316,Maschinenbau,Optimierung des Reibverhaltens eines Knickpendelgelenkes für Baumaschinen,Radlader|Fahrzeugverhalten|Verbesserung|Hochschulschrift|Radlader|Fahrzeugverhalten|Verbesserung,de,ZL 3000,4
124317,Maschinenbau,Optimierung eines Prüfstandes für gelötete Plattenwärmeübertrager,Automation|Hochschulschrift|Automation,de,ZL 3000,4
35980,Verwaltung / Recht,"Entwicklung eines Marketingkonzeptes für die touristische Destination ""Frankfurter Freizeit- und Campingpark Helene-See AG""",Tourismus|Marketingkonzept|Hochschulschrift|Tourismus|Marketingkonzept,de,PN 216,3
180456,Business Administration,Harmonisierung von Kalkulation und Ressourcensteurung,Ressourcen|Kalkulation|Projektmanagement|Entwicklung|Hochschulschrift|Ressourcen|Kalkulation|Projektmanagement|Entwicklung,de,QP 120,3
50118,Wirtschaftsinformatik,Optimierung des Datenerfassungs- und Datenhaltungsprozesses im sozialen Dienstleistungssektor,Optimierung|Soziale Dienstleistung|Datenerfassung|Hochschulschrift|Optimierung|Soziale Dienstleistung|Datenerfassung,de,QH 500,3
27037,Wirtschaftsingenieurwesen,"Einführung von neuen Diensten im Telekommunikationsmarkt am Beispiel von ""Virtual Private Network (VPN)"", ""General Packet Radio Service (GPRS) und ""Universal Mobile Telecommunications Systems (UMTS)"" aus der Sicht eines Mobilfunkbetreibers",Telekommunikationsmarkt|Produkteinführung|GPRS|UMTS|Virtuelles privates Netzwerk|Hochschulschrift|Telekommunikationsmarkt|Produkteinführung|GPRS|UMTS|Virtuelles privates Netzwerk,de,QP 500,3
244050,Betriebswirtschaft,Umsetzung interner Kontrollsysteme in DAX notierten Unternehmen und die Auswirkungen auf deren Mitarbeiter,Compliance-System|Internes Kontrollsystem|Hochschulschrift|Compliance-System|Internes Kontrollsystem,de,QP 120,3
180457,Betriebswirtschaft,Implementierung der EU- Richtlinie zur Serialisierung bei der Bayer Pharma AG,Implementation|Serialisierung|Arzneimittel|Controlling|Hochschulschrift|Implementation|Serialisierung|Arzneimittel|Controlling,de,QP 120,3
101638,Betriebswirtschaft,Gestaltung von kommunikationspolitischen Marketingkonzepten in der Personaldienstleistungsbranche am Beispiel von PRofiFLITZER GmbH,Marketingkonzept|Kommunikationspolitik|Hochschulschrift|Marketingkonzept|Kommunikationspolitik,de,QP 120,3
244051,Business Management,Entwicklung eines Trendradars und Durchführung einer Marktanalyse für Arbeitsmarktdienstleistungen mit dem Schwerpunkt Digitalisierung in Deutschland,TÜV Rheinland Akademie|Digitalisierung|Marktanalyse|Hochschulschrift|Digitalisierung|Marktanalyse|TÜV Rheinland Akademie,de,QP 120,3
55092,Maschinenbau,Kinematik- und Elastokinematikoptimierung eines SUV-Hinterachskonzeptes,Hochschulschrift,de,ZL 3000,4
48576,Betriebswirtschaft,Gesundheitsökonomische Evaluation und Wirtschaftlichkeit von Präventionsmaßnahmen aus Sicht der gesetzlichen Krankenversicherung,Krankenkasse|Präventivmedizin|Gesundheitsökonomie|Gesundheitspolitik|Hochschulschrift|Krankenkasse|Präventivmedizin|Gesundheitsökonomie|Gesundheitspolitik,de,QP 120,3
40690,Wirtschaftsingenieurwesen,Prozessoptimierung am Beispiel eines Forschungs- und Entwicklungszentrums für Fahrzeugsicherheitssysteme,Kraftfahrzeugzulieferindustrie|Qualitätsmanagement|Prozessoptimierung|Kostensenkung|Hochschulschrift|Kraftfahrzeugzulieferindustrie|Qualitätsmanagement|Prozessoptimierung|Kostensenkung,de,QP 500,3
46883,Wirtschaftsinformatik,"Systemmanagement mit dem Microsoft Systems Management Server 2003 - analyse, Planung und Implementierung am Beispiel der DaimlerChrysler Ludwigsfelde GmbH",Hochschulschrift,de,QH 500,3
244053,Verwaltung / Recht,Personalbindung als Bestandteil eines modernen Personalmanagements in der öffentlichen Verwaltung - Entwicklung einer praxisorientierten Handlungsempfehlung,Personalpolitik|Öffentlicher Dienst|Arbeitszufriedenheit|Hochschulschrift|Personalpolitik|Öffentlicher Dienst|Arbeitszufriedenheit,de,PN 216,3
180459,Betriebswirtschaft,"Die Gesunde Führung : Maßnahmen der gesunden Führung am Beispiel der Techniker Krankenkasse im Fachzentrum ""Mitgliedschaft und Beiträge"" in Berlin",Techniker Krankenkasse|Krankenkasse|Arbeitsfähigkeit|Unternehmenskultur|Hochschulschrift|Krankenkasse|Techniker Krankenkasse|Arbeitsfähigkeit|Unternehmenskultur,de,QP 120,3
52832,Betriebswirtschaft,Vergleich von Geschäftsberichten ausgewählter Unternehmen der Energiewirtschaft,Geschäftsbericht|Vergleich|Energiewirtschaft|Hochschulschrift|Geschäftsbericht|Vergleich|Energiewirtschaft,de,QP 120,3
180461,Betriebswirtschaft,Entwicklung einer Balanced Scorecard für den Bereich proCoverTec bei der profine GmbH,Management|Kunde|Produkteinführung|Investition|Hochschulschrift|Management|Kunde|Produkteinführung|Investition,de,QP 120,3
35982,Verwaltung / Recht,Markt-und Standortanalyse zur erfolgreichen Einführung eines Adserver-Produkts der Falk AG auf dem UK-Markt,Marktanalyse|Produkteinführung|Hochschulschrift|Marktanalyse|Produkteinführung,de,PN 216,3
50119,Betriebswirtschaft,"Erschließung neuer Anwendungsfelder für eine bestehende blended-learning-Plattform zur Weiterbildung in Unternehmen, dargestellt am Beispiel der Lernplattform der Deutschen Bahn AG",Lernsoftware|Weiterbildung|Hochschulschrift|Lernsoftware|Weiterbildung,de,QP 120,3
46884,Wirtschaft / Recht,Die Umsetzung der EG-Richtlinie 2003/87/EG (Emissionshandlungsrichtline) in deutsches Recht und erste Untersuchungen zur praktischen Umsetzung in ausgewählten Unternehmen des Landes Brandenburg,Hochschulschrift,de,PN 216,3
180462,Betriebswirtschaft,Probleme des Einkaufs in öffentlich rechtlichen Unternehmen insbesondere in Bezug auf Angebotseinholung u.a. durch Ausschreibungen sowie Möglichkeiten ihrer Lösung (Untersucht am Beispiel der Berliner Stadtreinigung AöR),Unternehmen|Angebot|Ausschreibung|Stadtreinigung|Hochschulschrift|Unternehmen|Angebot|Ausschreibung|Stadtreinigung,de,QP 120,3
41043,Wirtschaft / Recht,"Vergabe öffentlicher Aufträge - Erstellung einer Handlungsanweisung zur Fehlerreduzierung und zuschlagsorientierten Angebotserstellung bei Liefer- und Dienstleistungsaufträgen, dargestellt am Beispiel der IBM Deutschland GmbH",Hochschulschrift,de,PN 216,3
180463,Betriebswirtschaft,Management von Nonprofit Organisationen am Beispiel einer Werkstatt für behinderte Menschen,Management|Organisation|Risikomanagement|Behinderung|Hochschulschrift|Management|Organisation|Risikomanagement|Behinderung,de,QP 120,3
180968,Photonik,Untersuchung zur Realisierung eines optischen pH-Wert-Sensors bestehend aus einer Polymermatrix und verschiedenen Farbstoffen,Wasserstoffionenkonzentration|Optischer Sensor|Hochschulschrift|Wasserstoffionenkonzentration|Optischer Sensor,de,ZN 6280,4
242221,Luftfahrttechnik / Luftfahrtlogistik,Entwicklung eines Industrie 4.0 Konzeptes für das unternehmensinterne Supply Chain Management der Lufthansa Bombardier Aviation Services GmbH,Industrie 4.0|Logistiksystem|Digitalisierung|Sozialtechnologie|Hochschulschrift|Industrie 4.0 ca. Ende 20. Jahrhundert|Logistiksystem|Digitalisierung|Sozialtechnologie,de,ZO 7202,4
180969,Logistik,Analyse der logistischen und fahrzeugspezifischen Anforderungen an E-Fahrzeuge im innerstädtischen Verteilverkehr im Projekt DisLOG am Beispiel Obeta electro GmbH,Elektrofahrzeug|Stadtverkehr|Hochschulschrift|Elektrofahrzeug|Stadtverkehr,de,QP 500,3
263126,Verkehrssystemtechnik,Analyse und Optimierung des Planungsprozesses der cpc Baulogistik GmbH,Logistik|Lieferverkehr|Hochschulschrift|Logistik|Lieferverkehr,de,ZO 4600,4
180970,Logistik,Konzept zum zielführenden Einsatz von Change Management Maßnahmen in der agilen Softwareentwicklung am Beispiel DB Cargo,Change Management|Agile Softwareentwicklung|Hochschulschrift|Change Management|Agile Softwareentwicklung,de,QP 500,3
93676,Physikalische Technik,Untersuchung des Korrosionsverhaltens von metallischen Werkstoffen in Kohlendioxidatmosphären mit definierten Wassergehalten,Carbon dioxide capture and storage|Korrosionsbeständigkeit|Metallischer Werkstoff|Experiment|Hochschulschrift|Carbon dioxide capture and storage|Korrosionsbeständigkeit|Metallischer Werkstoff|Experiment,de,ZL 3000,4
263130,Biosystemtechnik / Bioinformatik,Entwicklung eines KI-basierten Dialogsystems zur Vermittlung von bioinformatischem Wissen,Künstliche Intelligenz|Bioinformatik|Hochschulschrift|Künstliche Intelligenz|Bioinformatik,de,WF 9720,4
263131,Automatisierungstechnik,Interoperable Sensorikanbindung eines hydroadhäsiven Greifersystems,Automation|Handhabungstechnik|Hochschulschrift|Automation|Handhabungstechnik,de,ZL 6200,4
180475,Betriebswirtschaft,Analyse und Optimierung des Geschäftsprozesses der Jahresendabrechnung von Biomasseanlagen unter Berücksichtigung des Erneuerbare-Energien-Gesetzes bei dem Verteilnetzbetreiber E.DIS AG,Optimierung|Prozesskette|Energie|Modellierung|Hochschulschrift|Optimierung|Prozesskette|Energie|Modellierung,de,QP 120,3
106278,Verwaltung / Recht,Rechtliche Probleme und Lösungsansätze zur Mitarbeiterüberwachung durch den Arbeitgeber mit Hilfe elektronischer Medien und sozialer Netzwerke,Datenschutz|Persönlichkeitsrecht|Arbeitnehmer|Überwachung|Überwachungseinrichtung|Hochschulschrift|Datenschutz|Persönlichkeitsrecht|Arbeitnehmer|Überwachung|Überwachungseinrichtung,de,PN 216,3
180477,Wirtschaftsinformatik,Qualitative Nutzenbewertung des Bahn Enterprise Architecture Managementsystems zur strategischen Modellierung von neuen Produktionsmitteln in einer Smart Factory am Beispiel Instandhaltung von Radsätzen bei der Deutschen Bahn AG,Deutsche Bahn AG|Produktionsmittel|Instandhaltung|Robotik|Hochschulschrift|Deutsche Bahn AG|Produktionsmittel|Instandhaltung|Robotik,de,QH 500,3
40692,Wirtschaftsingenieurwesen,Einsatz und Entwicklung der Methode Wertstrommapping zur Prozessoptimierung eines Produktbereiches in der Automobilindustrie,Kraftfahrzeugindustrie|Wertstromdesign|Fertigung|Prozessoptimierung|Hochschulschrift|Kraftfahrzeugindustrie|Wertstromdesign|Fertigung|Prozessoptimierung,de,QP 500,3
239045,Technisches Management / Logistik,Konzept und pilothafte Umsetzung eines Project Progress Tracking Tools,Bombardier Transportation GmbH|Projektmanagement|Projektcontrolling|Hochschulschrift|Projektmanagement|Projektcontrolling|Bombardier Transportation GmbH 1974-,de,QP 500,3
6043,Maschinenbau,Erarbeitung eines Vorrichtungskataloges für das Leistungszentrum Blechbearbeitung,Blechbearbeitung|Vorrichtungsbau|Arbeitsvorbereitung|Fertigungsmittel|Hochschulschrift|Blechbearbeitung|Vorrichtungsbau|Arbeitsvorbereitung|Fertigungsmittel,de,ZL 3000,4
256545,Betriebswirtschaft,Entwicklung eines situationsgerechten Standards für den kontinuierlichen Verbesserungsprozess (KVP) in der Spielgerätebranche am Beispiel der SIK-Holzgestaltungs GmbH,Vorschlagswesen|Spielgeräteindustrie|Hochschulschrift|Vorschlagswesen|Spielgeräteindustrie,de,QP 120,3
84674,Betriebswirtschaft,Kundenkarten im deutschen Einzelhandel : Auswirkungen auf das Kaufverhalten,Bonus|Kaufverhalten|Auswirkung|Hochschulschrift|Bonus|Kaufverhalten|Auswirkung,de,QP 120,3
263153,Biosystemtechnik / Bioinformatik,Einsatz der NIR-Spektroskopie zur Analyse medizinisch relevanter Parameter in Trockenblut,NIR-Spektroskopie|Biochemische Analyse|Hochschulschrift|NIR-Spektroskopie|Biochemische Analyse,de,WF 9720,4
40098,Wirtschaftsinformatik,Auswahl und Einführung einer Standardsoftware zur Verwaltung und Management von Softwarelizenzen,Hochschulschrift,de,QH 500,3
56640,Wirtschaft / Recht,Entwicklung eines mehrstufigen Modells variabler Vergütung im dezentral organisierten Geschäftsbereich Bildung und Consulting der TÜV Rheinland Group,Technischer Überwachungsverein|Lohnflexibilität|Anreizsystem|Arbeitsmotivation|Hochschulschrift|Technischer Überwachungsverein|Lohnflexibilität|Anreizsystem|Arbeitsmotivation,de,PN 216,3
250049,Luftfahrttechnik / Luftfahrtlogistik,Neugestaltung eines Auftragsabwicklungsprozesses im Kontext der Inbetriebnahme eines ERP – Systems in einem mittelständischem Metallbauunternehmen,Auftragsabwicklung|Konzeption|Klein- und Mittelbetrieb|Metallbau|Hochschulschrift|Auftragsabwicklung|Konzeption|Klein- und Mittelbetrieb|Metallbau,de,ZO 7202,4
64637,Wirtschaft / Recht,Der ökonomische Einfluss der Aufbereitung von Einweg-Medizinprodukten für das Gesundheitssystem,Gesundheitswesen|Medizinprodukt|Deutschland|Hochschulschrift|Gesundheitswesen|Deutschland|Medizinprodukt,de,PN 216,3
263161,Business Management,Nachhaltigkeitsberichterstattung als Instrument des Nachhaltigkeitscontrollings am Beispiel ausgewählter Unternehmen,Nachhaltigkeit|Einzelhandel|Hochschulschrift|Nachhaltigkeit|Einzelhandel,de,QP 120,3
250053,Logistik,Optimierung der innerbetrieblichen Materialflüsse mittels optischer Identifikationstechnologie am Beispiel der Dr. Gerhard Mann chem.-pharm. Fabrik GmbH,Materialfluss|Optimierung|Visual Information Retrieval|Hochschulschrift|Materialfluss|Optimierung|Visual Information Retrieval,de,QP 500,3
93709,Verwaltung / Recht,"Einführung eines Master-Studienganges ""Verwaltung und Recht"" am Fachbereich Wirtschaft, Verwaltung und Recht an der TH Wildau (FH)",Hochschule|Bologna-Prozess|Masterstudium|Verwaltungsstudium|Hochschulschrift|Hochschule|Bologna-Prozess|Masterstudium|Verwaltungsstudium,de,PN 216,3
263163,Betriebswirtschaft,Führung auf Distanz - Überlegungen zu gesundheitlichen/isolierten Konsequenzen dauernder Home - Office Arbeit,Telearbeit|Selbstorganisation|Hochschulschrift|Telearbeit|Selbstorganisation,de,QP 120,3
6108,Allgemeiner Maschinenbau,Konstruktive Vereinheitlichung der bisherige Typenvielfalt der in der Großwaagen Berlin GmbH gefertigten Verkaufspavillons/Container,Container|Fertigung|Ablaufplanung|Konstruktion|Vereinheitlichung|Hochschulschrift|Container|Fertigung|Ablaufplanung|Konstruktion|Vereinheitlichung,de,ZL 3000,4
48586,Betriebswirtschaft,Entwicklung von Kundenbindungssystemen in der Automobilwirtschaft,Kundenbindung|Kraftfahrzeugindustrie|Hochschulschrift|Kundenbindung|Kraftfahrzeugindustrie,de,QP 120,3
41056,Wirtschaft / Recht,Bewertung des Rechtsschutzes nach dem Vergaberechtsänderungsgesetz bei der Vergabe öffentlicher Aufträge aus der Sicht der Vergabekammern und der Unternehmen,Hochschulschrift,de,PN 216,3
93105,Wirtschaftsingenieurwesen,Maßnahmen zur nachhaltigen Bestandsoptimierung am Beispiel eines Unternehmens der kundenspezifischen Klein- und Mittelserienfertigung,Hochschulschrift,de,QP 500,3
252584,Maschinenbau,Analyse und Erprobung von Randbedingungen für die Prüfvorschriften von automatisierten Lenksystemen in Bezug auf Anhang 8 der UNECE R79,Automation|Lenkung|Prüftechnik|Hochschulschrift|Automation|Lenkung|Prüftechnik,de,ZL 3000,4
123025,Biosystemtechnik / Bioinformatik,Analyse organischer und komplexer biologischer Proben mittels Raman-Mikroskopie unter Verwendung der SERS-Methode,SERS-Verstärkungsfaktor|Raman-Spektroskopie|Laser|Wellenlänge|Hochschulschrift|SERS-Verstärkungsfaktor|Raman-Spektroskopie|Laser|Wellenlänge,de,WF 9720,4
52795,Biosystemtechnik / Bioinformatik,Bestimmung des Einflusses der Herstellungsparameter von SU-8 Fotolack-Hybriden auf die Fotostrukturierung und die mechanischen Eigenschaften daraus hergestellter Polymerschichten,Fotolithografie|Sol-Gel-Verfahren|Photoresist|Hochschulschrift|Fotolithografie|Sol-Gel-Verfahren|Photoresist,de,WF 9720,4
180236,Business Management,Erschliessung neuer Beschaffungsquellen auf dem russischen Automobilmarkt im Rahmen der Lokalisierungsstrategie im TIN Projekt in Nizhniy Novgorod. Aufbau einer russischen Lieferanten Datenbank,Kraftfahrzeugmarkt|Russland|Hochschulschrift|Kraftfahrzeugmarkt|Russland,de,QP 120,3
250061,Luftfahrttechnik / Luftfahrtlogistik,Konzeptionierung und Entwurf einer VTOL-Starrflügeldrohne ohne Steuerflächen,Flugkörper|Konzipieren (Technik)|Hochschulschrift|Flugkörper|Konzipieren 〈Technik〉,de,ZO 7202,4
93713,Wirtschaftsingenieurwesen,Optimierung eines Energiecontainers,Energieversorgung|Generator|Marktanalyse|Energiemanagement|Hochschulschrift|Energieversorgung|Generator|Marktanalyse|Energiemanagement,de,QP 500,3
56641,Wirtschaft / Recht,Die Entwicklung eines Interviewleitfadens für halbstrukturierte Personalauswahlgespräche,Personalauswahl|Vorstellungsgespräch|Interviewleitfaden|Zentriertes Interview|Hochschulschrift|Personalauswahl|Vorstellungsgespräch|Interviewleitfaden|Zentriertes Interview,de,PN 216,3
93714,Maschinenbau,Auslegung einer Gelenkwelle für ein Formula Student Fahrzeug,Formula Student Germany|Rennwagen|Gelenkwelle|Bemessung|Hochschulschrift|Formula Student Germany|Rennwagen|Gelenkwelle|Bemessung,de,ZL 3000,4
250062,Automatisierte Energiesysteme,"Modulares, herstellerübergreifendes ""Retrokit"" zur Realisierung einer bedarfsorientierten Wartung und Instandhaltung von Förderanlagen",Förderanlage|Instandhaltung|Hochschulschrift|Förderanlage|Instandhaltung,de,ZP 4500,4
263174,Betriebswirtschaft,Führung auf Distanz - Der Weg in eine neue Arbeitswelt?,Arbeitswelt|Telearbeit|Hochschulschrift|Arbeitswelt|Telearbeit,de,QP 120,3
50234,Wirtschaft / Recht,Die Leistungsfähigkeit der Telearbeit aufgezeigt anhand ihrer Einführung in einem Unternehmen des deutschen Mittelstandes,Klein- und Mittelbetrieb|Telearbeit|Arbeitszeitgestaltung|Hochschulschrift|Klein- und Mittelbetrieb|Telearbeit|Arbeitszeitgestaltung,de,PN 216,3
263175,Betriebswirtschaft,Kritische Analyse und Bestandsaufnahme des aktuellen Digitalisierungsstandes in der Buchhaltung mit Hilfe von Dynamics Navision 2016 am Fallbeispiel AWO Bundesverband e.V.,Buchführung|Bestandsaufnahme|Hochschulschrift|Buchführung|Bestandsaufnahme,de,QP 120,3
93716,Wirtschaftsingenieurwesen,"Untersuchung des europäischen Zulassungsprozesses von Schienenfahrzeugen, insbesondere der Zusammenarbeit mit benannten Stellen für die Interoperabilität, aus Sicht der Fahrzeughersteller",Schienenfahrzeugbau|Zulassung|Schienenfahrzeug|Interoperabilität|Hochschulschrift|Schienenfahrzeugbau|Zulassung|Schienenfahrzeug|Interoperabilität,de,QP 500,3
263176,Betriebswirtschaft,Untersuchung interkultureller Aspekte in der Projektarbeit,Globalisierung|Projektmanagement|Hochschulschrift|Globalisierung|Projektmanagement,de,QP 120,3
263177,Wirtschaftsinformatik,Erarbeitung eines PM-Handbuchs für das Prozessmodell æ nach Hajou,Prozessmodell|Projektmanagement|Hochschulschrift|Prozessmodell|Projektmanagement,de,QH 500,3
40100,Wirtschaftsingenieurwesen,Wirtschaftlichkeit der Arbeitssicherheit in Kleinstunternehmen,Hochschulschrift,de,QP 500,3
263178,Betriebswirtschaft,Anforderungen an eine nachhaltige Geschäftsidee am Beispiel einer Low-Budget Gründung (im E-Commerce Bereich) anhand der Fröhlich & Heiter GbR,Nachhaltigkeit|Electronic Commerce|Hochschulschrift|Nachhaltigkeit|Electronic Commerce,de,QP 120,3
263179,Betriebswirtschaft,Untersuchung der Leistungssteigerung des Personals am Beispiel Getränke Hoffmann,Leistungssteigerung|Gesundheit|Hochschulschrift|Leistungssteigerung|Gesundheit,de,QP 120,3
99823,Wirtschaftsinformatik,Konzeption und Implementierung einer Business Intelligence Lösung bei dem Brillenglaslieferanten Rupp+Hubrach Optik GmbH,Hochschulschrift,de,QH 500,3
250067,Luftfahrttechnik / Luftfahrtlogistik,Konzeption und Realisierung eines software-basierten TPM-Systems für Triebwerksprüfstände,Triebwerksgondel|Prüfung|Software|Hochschulschrift|Triebwerksgondel|Prüfung|Software,de,ZO 7202,4
263181,Betriebswirtschaft,Entwicklung eines Geschäftsmodell für die Produktgruppe Biegbare Arme in der zukünftigen Aufstellung der Witzenmann GmbH in der Businessunit Industrie,Witzenmann GmbH|Geschäftsmodell|Hochschulschrift|Geschäftsmodell|Witzenmann GmbH,de,QP 120,3
263182,Betriebswirtschaft,Entwicklung einer einheitlichen Risikoklassifikation im Rahmen der Prozessoptimierung zur Bewertung qualitäts- und sicherheitsrelevanter Ereignisse und Abweichungen in der Flugzeuginstandhaltung bei der Bombardier Aviation Services Berlin GmbH.,Flugzeug|Sicherheit|Hochschulschrift|Flugzeug|Sicherheit,de,QP 120,3
152568,Physikalische Technik,"Herstellung photonischer Kristalle via Layer-by-Layer-Assemblierung von monodispersen, sphärischen Partikeln",Beschichtung|Hochschulschrift|Beschichtung,de,ZL 3000,4
50091,Betriebswirtschaft,Ethnospezifisches Marketing : die russischsprachige Bevölkerung in Deutschland als Werbezielgruppe,Marketing|Zielgruppe|Hochschulschrift|Marketing|Zielgruppe,de,QP 120,3
256394,Betriebswirtschaft,Untersuchungen zu staatlichen Förderprogrammen und Subventionen als potentielle Gefahren für die Marktwirtschaft,Subvention|Marktwirtschaft|Hochschulschrift|Subvention|Marktwirtschaft,de,QP 120,3
243831,Wirtschaftsingenieurwesen,Optimierung des Prozesses zur Kostenerfassung von Produktänderungen in der Schienenfahrzeugindustrie mit dem Fokus auf physische Implementierung,Prozessoptimierung|Schienenfahrzeug|Wertstromdesign|Hochschulschrift|Prozessoptimierung|Schienenfahrzeug|Wertstromdesign,de,QP 500,3
29961,Wirtschaftsingenieurwesen,Chancen für mittelständische Unternehmen in strukturschwachen Regionen durch die Nutzung des Internets,Handwerksbetrieb|Klein- und Mittelbetrieb|Internet|Electronic Commerce|Hochschulschrift|Handwerksbetrieb|Klein- und Mittelbetrieb|Internet|Electronic Commerce,de,QP 500,3
124218,Luftfahrttechnik / Luftfahrtlogistik,"Compliance Assessment im Bereich der Flughafenfeuerwehr der Fraport AG, im Hinblick auf die neuen Vorgaben der EASA",Analyse|Hochschulschrift|Analyse,de,ZO 7202,4
103691,Maschinenbau,Verfahrenstechnische Untersuchung beim Laserstrahlschweißen für Kehlnähte mit Schwerpunkt Kantenversatz,Laserschweißen|Wärmeverzug|Qualitätssicherung|Versuchsplanung|Hochschulschrift|Hochschulschrift|Laserschweißen|Wärmeverzug|Qualitätssicherung|Versuchsplanung,de,ZL 3000,4
243832,Telematik,Konzeption und Umsetzung einer Roboter-Testplattform zur 3D Indoor Ortung für das CVision:Lab der TH Wildau,Robotik|Prozessentwicklung (Technik)|Programmierung|Hochschulschrift|Robotik|Prozessentwicklung 〈Technik〉|Programmierung,de,ST 230,3
256396,Betriebswirtschaft,Share Deal oder Asset Deal? – Der Verkauf eines insolventen Unternehmens als gelungene Unternehmenssanierung am Beispiel der Muster Energy GmbH,Unternehmenssanierung|Insolvenz|Hochschulschrift|Unternehmenssanierung|Insolvenz,de,QP 120,3
