text	uri
Wirtschaft / Recht Entwicklung eines Mitarbeiterbindungskonzepts am Beispiel der DB Netze Hochschulschrift	th-wildau:PN216
Maschinenbau Erstellen eines Konzepts und Auslegen einer Rahmenstruktur für ein Brennstoffzellenversuchsfahrzeug als Leichtkraftfahrzeug nach Klasse L6E Leichtkraftfahrzeug Brennstoffzelle Prototyp Konzipieren (Technik) Hochschulschrift Leichtkraftfahrzeug Brennstoffzelle Prototyp Konzipieren 〈Technik〉	th-wildau:ZL3000
Betriebswirtschaft Der demografische Wandel in Deutschland als besonderes Problem für regional geprägte Sparkassen - untersucht am Beispiel der Sparkasse Oder-Spree (Brandenburg) Fachkraft Bevölkerungsentwicklung Hochschulschrift Fachkraft Bevölkerungsentwicklung	th-wildau:QP120
Wirtschaft / Recht Die Umstellung der Rechnungslegung auf IFRS und die Auswirkungen auf das Controlling Hochschulschrift	th-wildau:PN216
Wirtschaftsingenieurwesen Der Einsatz von Diamantwerkzeugen im Zerspanprozeß Spanende Bearbeitung Diamantwerkzeug Hochschulschrift Spanende Bearbeitung Diamantwerkzeug	th-wildau:QP500
Maschinenbau Handling zugeschnittener Materialstreifen in der Karkassfertigung Bewegungsablauf CAD Hochschulschrift Bewegungsablauf CAD	th-wildau:ZL3000
Wirtschaftsingenieurwesen Die Verhaltensökonomie von Anlegern am Kapitalmarkt Homo oeconomicus Verhaltensökonomie Anlageverhalten Wertpapierhandel Markteffizienz Hochschulschrift Homo oeconomicus Verhaltensökonomie Anlageverhalten Wertpapierhandel Markteffizienz	th-wildau:QP500
Logistik Entwicklung einer Methode zur Bewertung der Sicherheit im Containertransport Containerverkehr Transportkette (Güterverkehr) Sicherheit Prozessanalyse (Prozessmanagement) Hochschulschrift Containerverkehr Transportkette 〈Güterverkehr〉 Sicherheit Prozessanalyse 〈Prozessmanagement〉	th-wildau:QP500
Photonik Vergleichende Charakterisierung von Femtosekunden Laserpulsen mittels SPIDER und Korrelationsmessungen Hochschulschrift	th-wildau:ZN6280
Maschinenbau Umstellung der Konstruktionssystematik für die Betriebsmittelkonstruktion auf Einzelblatt-Technik Konstruieren Technische Zeichnung Hochschulschrift Konstruieren Technische Zeichnung	th-wildau:ZL3000
Betriebswirtschaft Servicemanagement als Dienstleistung : Theoretische Grundlagen und deren Umsetzung im Rahmen eines ausgewählten Gründungsprojektes Hochschulschrift	th-wildau:QP120
Wirtschaft / Recht Die Auswirkungen des Bilanzrechtsmodernisierungsgesetzes auf den Einzelabschluss : Vor- und Nachteile für kleine und mittelständische Unternehmen Deutschland: Bilanzrechtsmodernisierungsgesetz Rechnungslegung Jahresabschluss Klein- und Mittelbetrieb Hochschulschrift Rechnungslegung Jahresabschluss Deutschland: Bilanzrechtsmodernisierungsgesetz 2009 Klein- und Mittelbetrieb	th-wildau:PN216
Wirtschaft / Recht Rechtsgrundlagen und Verfahrensabläufe im Ornungswidrigkeitsverfahren - Handbuch - Hochschulschrift	th-wildau:PN216
Photonik Diodengepumptes, luftgekühltes Master-Oscillator Power-Amplifier (MOPA) System Hochschulschrift	th-wildau:ZN6280
Wirtschaft / Recht Diversity Management als proaktiver Ansatz zur Erfüllung der Pflichten aus dem Allgemeinen Gleichbehandlungsgesetz Deutschland: Allgemeines Gleichbehandlungsgesetz Diskriminierung Diversity Management Hochschulschrift Deutschland: Allgemeines Gleichbehandlungsgesetz Diskriminierung Diversity Management	th-wildau:PN216
Biosystemtechnik / Bioinformatik Grenzflächendesign von Layer-by-Layer Multischichten zur Optimierung des Elektronentransfers zwischen Cytochrom c und modifizierten Goldelektroden Polyelektrolyt Grenzfläche Design Elektrochemische Eigenschaft Hochschulschrift Polyelektrolyt Grenzfläche Design Elektrochemische Eigenschaft	th-wildau:WF9720
Europäisches Management Diskussion über die Einführung eines gesetzlichen Mindestlohns in Deutschland Mindestlohn Tarifautonomie Deutschland Hochschulschrift Mindestlohn Deutschland Tarifautonomie	th-wildau:QP120
Wirtschaft / Recht Deutsches und chinesisches Arbeitsrecht im Vergleich Arbeitsrecht Rechtsvergleich Deutschland China Hochschulschrift Deutschland China Arbeitsrecht Rechtsvergleich	th-wildau:PN216
Wirtschaft / Recht Bagatellverstöße im Arbeitsverhältnis : außerordentliche Kündigungsgründe für den Arbeitgeber sowie wirtschaftliche Schädigung der Unternehmen Bagatellstrafsache Betriebskriminalität Außerordentliche Kündigung Arbeitsrecht Hochschulschrift Bagatellstrafsache Betriebskriminalität Außerordentliche Kündigung Arbeitsrecht	th-wildau:PN216
Maschinenbau Einfluss von Einlaufstörungen auf das Messergebnis eines Wirkdruckgebers nach dem Diffusor-Konfusor Prinzip Einlaufströmung Messwert Hochschulschrift Einlaufströmung Messwert	th-wildau:ZL3000
Wirtschaftsinformatik Einführung eines Mitarbeiterportals bei einer großen Wirtschaftsprüfungsgesellschaft Hochschulschrift	th-wildau:QH500
Maschinenbau Identifizieren wichtiger Messgrößen einer Motorsteuergerätesoftware zu Überprüfung von HiL-Simulator-Messungen INCA HIL-Simulator Plausibilitätsprüfung Hochschulschrift INCA HIL-Simulator Plausibilitätsprüfung	th-wildau:ZL3000
Logistics / Supply Chain Management Design und Optimierung des Hub-Netzwerksystems für die Sammlung von Kunststoffabfällen in der Türkei Netzwerk Kunststoffabfall Hochschulschrift Netzwerk Kunststoffabfall	th-wildau:QP500
Wirtschaft / Recht Die verdeckte Sacheinlage vor dem Hintergrund des Gesetzes zur Modernisierung des GmbH-Rechts und zur Bekämpfung von Missbräuchen (MoMiG) Deutschland: Gesetz zur Modernisierung des GmbH-Rechts und zur Bekämpfung von Missbräuchen GmbH Verschleierte Sacheinlage Hochschulschrift Deutschland: Gesetz zur Modernisierung des GmbH-Rechts und zur Bekämpfung von Missbräuchen 2008 GmbH Verschleierte Sacheinlage	th-wildau:PN216
Verwaltung / Recht Finanzierungsinstrument oder Korruptionsgefahr? : Sponsoring in der öffentlichen Verwaltung in Zeiten knapper Kassen Verwaltung Finanzinstrument Sponsoring Korruption Hochschulschrift Verwaltung Finanzinstrument Sponsoring Korruption	th-wildau:PN216
Wirtschaft / Recht Der Europäische Betriebsrat Europäische Union Europäische Union: Euro-Betriebsrats-Richtlinie Europäischer Betriebsrat Arbeitnehmervertretung Hochschulschrift Europäischer Betriebsrat Europäische Union Europäische Union: Euro-Betriebsrats-Richtlinie Arbeitnehmervertretung	th-wildau:PN216
Betriebswirtschaft Personalmarketing (Azubi-Marketing) am Beispiel der EDEKA Minden-Hannover Handelsgesellschaft mbH Personalmarketing Auszubildender Lebensmitteleinzelhandel Hochschulschrift Personalmarketing Auszubildender Lebensmitteleinzelhandel	th-wildau:QP120
Telematik Technisches Design und Entwicklung einer prozessorientierten Oberfläche zur Administration eines Video-Überwachungssystems für den Einzelhandel Verwaltung Überwachungseinrichtung Einzelhandel Hochschulschrift Verwaltung Überwachungseinrichtung Einzelhandel	th-wildau:ST230
Wirtschaft / Recht Die Anwendung betriebswirtschaftlicher Marketing-Instrumente im Rahmen der politischen Wahlkampffüfrung Hochschulschrift	th-wildau:PN216
Betriebswirtschaft Interne Kommunikation als integrationsförderndes Moment innerhalb einer dezentralen Organisationsstruktur eines international tätigen Handelskonzerns : eine Analyse am Beispiel der Media-Saturn-Holding GmbH Interner Schriftverkehr Organisationsstruktur Hochschulschrift Interner Schriftverkehr Organisationsstruktur	th-wildau:QP120
Logistik Analyse und Konzeptentwurf – Omnibusbasierter ÖPNV in der Gemeinde Rüdersdorf Omnibus Konzeption Hochschulschrift Omnibus Konzeption	th-wildau:QP500
Physikalische Technik Charakterisierung von MEMS-Axicons zur räumlichen Strahlformung von Femtosekunden-Lasern Axicon Strahlformung (Laser) Femtosekundenlaser Laserimpuls Bessel-Bündel Hochschulschrift Axicon Strahlformung 〈Laser〉 Femtosekundenlaser Laserimpuls Bessel-Bündel	th-wildau:ZL3000
Logistik Gestaltungsprämissen für die Montageversorgung und deren Auswirkungen auf die Inboundlogistik der Kleinserienproduktion BMW i am Standort Leipzig Voraussetzung Konfliktregelung Bewertung Hochschulschrift Voraussetzung Konfliktregelung Bewertung	th-wildau:QP500
Wirtschaft / Recht Besteuerung der typischen und atypischen stillen Beteiligung ab 2009 Steuerrecht Gesellschaftsrecht Stille Gesellschaft Hochschulschrift Steuerrecht Gesellschaftsrecht Stille Gesellschaft	th-wildau:PN216
Wirtschaft / Recht Besonderheiten der Personalpolitik bei europäischen Low-Cost-Carriern : am Beispiel der Berufsgruppe: Piloten Personalpolitik Billigflieger Flugzeugführer Arbeitsbedingungen Hochschulschrift Personalpolitik Billigflieger Flugzeugführer Arbeitsbedingungen	th-wildau:PN216
Business Management Entwicklung einer Kommunikationsstrategie für den Vertrieb von Elektromotorrädern in Deutschland mit Fokus auf die Akzeptanzförderung Kommunikation Vertrieb Akzeptanz Hochschulschrift Kommunikation Vertrieb Akzeptanz	th-wildau:QP120
"Betriebswirtschaft Entwicklung von Trends am Beispiel ""Lifestyle of Health and Sustainability"" und dessen Auswirkung auf Wirtschaft und Märkte Trend Entwicklung Marktwirtschaft Hochschulschrift Trend Entwicklung Marktwirtschaft"	th-wildau:QP120
Betriebswirtschaft Mitarbeitermotivation der Generation Z. Generation Z wirksam im Geschäftsalltag und in Projekten motivieren ohne finanzielle Anreize zu nutzen. Arbeitsmotivation Alltag Hochschulschrift Arbeitsmotivation Alltag	th-wildau:QP120
Betriebswirtschaft Die Prüfung von Treuhandkonten und die Rolle des Wirtschaftsprüfers im Fall Wirecard Anderkonto Überprüfung Hochschulschrift Anderkonto Überprüfung	th-wildau:QP120
Betriebswirtschaft Erstellung eines Konzeptes zur Einführung von Credit Default Swaps bei der Mittelbrandenburgischen Sparkasse Kreditwesen Konzeption Hochschulschrift Kreditwesen Konzeption	th-wildau:QP120
Betriebswirtschaft Untersuchungen zur Nachhaltigkeit im Projektmanagement Nachhaltigkeit Projektmanagement Hochschulschrift Nachhaltigkeit Projektmanagement	th-wildau:QP120
Maschinenbau Voruntersuchung zur Ablösung der Strömungskupplung in der Sekundärentstaubungsanlage des Konverterstahlwerkes von ArcelorMittal Eisenhüttenstadt Systemanalyse Konzeption Hochschulschrift Systemanalyse Konzeption	th-wildau:ZL3000
Betriebswirtschaft Untersuchungen zur Digitalisierung des Personalrecruitings Digitalisierung Personalauswahl Hochschulschrift Digitalisierung Personalauswahl	th-wildau:QP120
Luftfahrttechnik / Luftfahrtlogistik Adaptierung eines Audio Control Panels des Flugzeugtypen A320 zur Nutzung im TH-Wildau Flugsimulator. Flugsimulator Anpassung Hochschulschrift Flugsimulator Anpassung	th-wildau:ZO7202
Betriebswirtschaft Produktionsstandort Deutschland für ausländische Unternehmen am Beispiel Standortfaktor (Wirtschaft) Deutschland Hochschulschrift Standortfaktor (Wirtschaft) Deutschland	th-wildau:QP120
Betriebswirtschaft Entwicklung einer betriebswirtschaftlichen fundierten Selbshilfekonzeption anhand eines ausgewählten Beispiels. : die Selbsthilfe/-organisation für Angehörige mit hypotonen und entwicklungsverzögerten Kindern Selbsthilfe Konzeption Hochschulschrift Selbsthilfe Konzeption	th-wildau:QP120
Wirtschaft / Recht Der Kauf im Internet - die rechtliche Problematik des Online-Shopping und der Internet-Auktion Hochschulschrift	th-wildau:PN216
"Betriebswirtschaft Barrierefreiheit für mobilitätseingeschränkte Menschen im Land Brandenburg am Praxisbeispiel ""Haus Rheinsberg"" im Ruppiner Land Hochschulschrift"	th-wildau:QP120
Wirtschaftsingenieurwesen Optimierung eines Teilprozesses für die Non-Evaporable-Getter (NEG) Beschichtung von Vakuumkomponenten Vakuumkammer Verbesserung Hochschulschrift Vakuumkammer Verbesserung	th-wildau:QP500
Telematik Konzeption und Entwicklung eines Lizenzprüfungsverfahrens und Sicherheitskonzeptes für Softwareprojekte der Firma SITQ-Systems Prozessoptimierung Programmierung Hochschulschrift Prozessoptimierung Programmierung	th-wildau:ST230
Luftfahrttechnik / Luftfahrtlogistik Erarbeitung eines Konzeptes zur Optimierung des Informations- und Dokumentationsflusses bei der Instandhaltung der Pratt & Whitney-Triebwerke bei der MTU Maintenance Berlin-Brandenburg Arbeitsvorbereitung Dokumentenverwaltungssystem Instandhaltung Projektplanung Hochschulschrift Arbeitsvorbereitung Dokumentenverwaltungssystem Instandhaltung Projektplanung	th-wildau:ZO7202
Wirtschaftsingenieurwesen Analyse, Gestaltung und Potenzialuntersuchung des Oberflächenprüfungsprozesses bei der Schmiede- und Kurbelwellentechnik GmbH Analyse Gestaltung Magnetpulververfahren Simulation Hochschulschrift Analyse Gestaltung Magnetpulververfahren Simulation	th-wildau:QP500
Maschinenbau Bewertung Wärmetauscherperformance in einer Raffinationsanlage Hochschulschrift	th-wildau:ZL3000
Betriebswirtschaft Betriebliches Eingliederungsmanagement Betriebsvereinbarung Arbeitnehmer Hochschulschrift Betriebsvereinbarung Arbeitnehmer	th-wildau:QP120
Technical Management Der europäische Logistikmarkt - eine Untersuchung des Marktes und aufkommender Potenziale zur Reduzierung von Treibhausgasemissionen in Folge einer Güterverkehrsverlagerung Treibhausgas Logistik Reduktion Hochschulschrift Treibhausgas Logistik Reduktion	th-wildau:QP500
Technisches Management / Logistik Analyse und Umgestaltung der Prozesse Materialbeschaffung und -bereitstellung in einem Unternehmen der Reifenindustrie Prozessoptimierung Marktanalyse Materialwirtschaft Hochschulschrift Prozessoptimierung Marktanalyse Materialwirtschaft	th-wildau:QP500
Wirtschaftsinformatik Erstellung einer Abstraktionsschicht in der TPLinux Kassenapplikation von Wincor Nixdorf zur Nutzung von JavaPOS für Input/Output Operationen Registrierkasse Softwareschnittstelle Softwareentwicklung Hochschulschrift Registrierkasse Softwareschnittstelle Softwareentwicklung	th-wildau:QH500
Maschinenbau Einsatz von 3D-Druck im Bereich Schalldämpferbau für Jagdwaffen - eine Technologie die sich lohnt? 3 D bioprinting Schalldämmung Waffe Hochschulschrift 3 D bioprinting Schalldämmung Waffe	th-wildau:ZL3000
Betriebswirtschaft Erdöl - der Einfluss eines erhöhten Ölpreises auf die Weltwirtschaft : insbesondere untersucht am Beispiel der Volkswirtschaften Deutschlands und der USA Erdöl Erdölpreis Preissteigerung Volkswirtschaft Hochschulschrift Erdöl Erdölpreis Preissteigerung Volkswirtschaft	th-wildau:QP120
"Betriebswirtschaft Risikomanagement im Verein am Beispiel vom ""ALBA BERLIN Basketballteam e.V."" Hochschulschrift"	th-wildau:QP120
Betriebswirtschaft Die Funktion der Berichterstattung im Rahmen des Personalcontrollings Personalcontrolling Bericht Hochschulschrift Personalcontrolling Bericht	th-wildau:QP120
Betriebswirtschaft Kontrolle der Kundenorientierung mit Hilfe des Net Promoter Score am Beispiel der e.kundenservice Netz GmbH Kundenorientierung Hochschulschrift Kundenorientierung	th-wildau:QP120
Business Management Eine kundenorientierte Marketingstrategie zur Einführung von mehrstufigen Wasserdampfverdichtern in den südostasiatischen Markt Nachhaltigkeit Marketing Hochschulschrift Nachhaltigkeit Marketing	th-wildau:QP120
Europäisches Management Entwicklung eines Kommunikationskonzeptes für die Berliner Schlaganfall Allianz (e.V.) Schlaganfall Marketingstrategie Hochschulschrift Schlaganfall Marketingstrategie	th-wildau:QP120
Wirtschaftsinformatik Konzept zur funktionalen Vollständigkeitsanalyse einer SOA-Migration im Kontext von Legacy Systemen Softwareentwicklung Hochschulschrift Softwareentwicklung	th-wildau:QH500
Europäisches Management Ursprungsbestimmung von Industrie- und Handelswaren im Kontext globalisierter Unternehmensführung am Beispiel der Siemens AG Management Globalisierung Hochschulschrift Management Globalisierung	th-wildau:QP120
Wirtschaft / Recht Der Beitritt der Schweiz zum Europäischen Wirtschaftsraum als Alternative zum bisherigen bilateralen Weg Europäischer Wirtschaftsraum Wirtschaftsbeziehungen Schweiz Hochschulschrift Schweiz Europäischer Wirtschaftsraum 01.01.1994- Wirtschaftsbeziehungen	th-wildau:PN216
Europäisches Management Erstellung eines Geschäftsmodells zur Kleinkreditfinanzierung in der Automobilbranche am Beispiel der Mercedes-Benz Bank Geschäftsmodell Mercedes (Marke) Hochschulschrift Geschäftsmodell Mercedes (Marke)	th-wildau:QP120
Europäisches Management Idealtypische Versetzung bei Führungskräften in der Adler Modemärkte AG unter besonderer Berücksichtigung der Personalrotation Führungskraft Hochschulschrift Führungskraft	th-wildau:QP120
Wirtschaftsingenieurwesen Wissens- und Prozessmanagement am Beispiel eines Einzelhandelsunternehmens Prozessmanagement Wissensmanagement Einzelhandelsbetrieb Hochschulschrift Prozessmanagement Wissensmanagement Einzelhandelsbetrieb	th-wildau:QP500
Physikalische Technologien / Energiesysteme Integration und Kalibrierung eines Homogenitätsmoduls am Solar Simulator für Photovoltaikmodule Fotovoltaik Kalibrieren (Messtechnik) Integration Hochschulschrift Fotovoltaik Kalibrieren (Messtechnik) Integration	th-wildau:ZL3000
Verwaltung / Recht Die Bilanzierung und Bewertung von Pensionsverpflichtungen nach HBG, IAS und US-GAAP Deutschland: Handelsgesetzbuch 3 Pensionsverpflichtung Bilanz Hochschulschrift Deutschland: Handelsgesetzbuch 3 Pensionsverpflichtung Bilanz	th-wildau:PN216
Business Management Analyse und Optimierung der Marktkonzeption der Europäischen Sportakademie Land Brandenburg unter dem Schwerpunkt der Bewerberaquise Marketingstrategie Hochschulschrift Marketingstrategie	th-wildau:QP120
Automatisierte Energiesysteme Entwicklung und Implementierung einer Codegenerierungssoftware für die Anlagenautomatisierung mittels der TIA Openness Schnittstelle Codegenerierung Software Automation Hochschulschrift Codegenerierung Software Automation	th-wildau:ZP4500
Luftfahrttechnik / Luftfahrtlogistik Entwicklung eines Algorithmus für die Konversion von militärischen Einrichtungen in zivile Nutzungen auf ehemaligen Militärflughäfen Luftfahrt Infrastruktur Peenemünde Hochschulschrift Luftfahrt Infrastruktur Peenemünde	th-wildau:ZO7202
Betriebswirtschaft Projekt zur Implementierung von Wissensmanagement bei einem regionalen Finanzdienstleister : Strategiefindung und Vorprojektphase Wissensmanagement Implementation Hochschulschrift Wissensmanagement Implementation	th-wildau:QP120
Wirtschaftsingenieurwesen Untersuchung zur Einführung einer Werkerselbstprüfung innerhalb der Stempelserienfertigung in der Fette Compacting GmbH Serienfertigung Überprüfung Hochschulschrift Serienfertigung Überprüfung	th-wildau:QP500
Betriebswirtschaft Shopping-Center mit Gleisanschluss - Entwicklung eines konzeptionellen Marketingansatzes zur Optimierung des Bahnhof-Centers Berlin-Ostbahnhof Hochschulschrift	th-wildau:QP120
Wirtschaftsinformatik Einsatzmöglichkeiten von georgaphischen Informationssystemen als Werkzeug des Erfolgscontrollings und Entwicklung einer Beispielanwendung für einen deutschen Automobilkonzern Hochschulschrift	th-wildau:QH500
Betriebswirtschaft Erarbeitung einer Werbekonzeption für ein Ingenieurbüro Werbekonzeption Entwicklung Hochschulschrift Werbekonzeption Entwicklung	th-wildau:QP120
Wirtschaftsingenieurwesen Implementierungsvorschlag eines Wissen- und Kollaborationscenters zur Weitergabe, Hinterlegung und Bereitstellung von Wissen in der Firma Droguería INTI S.A., unter Berücksichtigung der lokalen und ökonomischen Möglichkeiten Wiki Implementation Hochschulschrift Wiki Implementation	th-wildau:QP500
Betriebswirtschaft Die Stellung der Frau als gender-ökonomischer Einflussfaktor am Beispiel Indien Wirtschaft Geschlechterrolle Soziale Stellung Indien Hochschulschrift Indien Wirtschaft Geschlechterrolle Soziale Stellung	th-wildau:QP120
Wirtschaftsinformatik Grafische Abstraktion der Unternehmensarchitektur als Basis für die Entscheidungs- und Steuerungsgrundlage der Deutschen Telekom AG Informationstechnische Industrie Unternehmensarchitektur Grafische Darstellung Hochschulschrift Informationstechnische Industrie Unternehmensarchitektur Grafische Darstellung	th-wildau:QH500
Telematik Erstellung eines Leitfadens zur Migration monolithischer Applikationen zu Cloud Foundry-fähigen Microservices innerhalb der Daimler TSS Mikroservice Software Hochschulschrift Mikroservice Software	th-wildau:ST230
Betriebswirtschaft Neuerungen im Kfz-Gewerbe und freier Kfz-Werkstätten mit Werkstattbindung : Anwendung im Rahmen einer ausgewählten Unternehmensgründung Betrieb Marketing Finanzplanungsmodell Personalplanung Hochschulschrift Betrieb Marketing Finanzplanungsmodell Personalplanung	th-wildau:QP120
Wirtschaft / Recht Die Umsatzsteuer im Internet - Umsatzsteuerliche Behandlung von Transaktionen im elektronischen Geschäftsverkehr Hochschulschrift	th-wildau:PN216
Wirtschaftsingenieurwesen Analyse und Verbesserung der Wareneingangs- und Warenausgansprozesse des Generallagers eines Instandhaltungsunternehmens Datenerhebung Kostenanalyse Hochschulschrift Datenerhebung Kostenanalyse	th-wildau:QP500
Logistics / Supply Chain Management Elektronischer Beschaffung als Optimierungsansatz für den indirekten Einkauf der HELLA Aglaia Mobile Vision GmbH Elektronische Beschaffung Optimierung Hochschulschrift Elektronische Beschaffung Optimierung	th-wildau:QP500
Betriebswirtschaft Unternehmensnachfolge im Mittelstand am praktischen Beispiel der Koebcke GmbH in Potsdam Unternehmernachfolge Klein- und Mittelbetrieb Hochschulschrift Unternehmernachfolge Klein- und Mittelbetrieb	th-wildau:QP120
Wirtschaft / Recht Die Gestaltung von Aufhebungsverträgen unter arbeits-, steuer- und sozialversichtungsrechtlichen Aspekten Aufhebungsvertrag Hochschulschrift Aufhebungsvertrag	th-wildau:PN216
Europäisches Management Wenn Vertrautes fremd wirkt : ist Bosnien und Herzegowina in der Lage, Europa und den Islam einander näher zu bringen? Islam Bosnien-Herzegowina Europa Hochschulschrift Islam Bosnien-Herzegowina Europa	th-wildau:QP120
Europäisches Management Eurobonds als risikofreies Wertpapier für den europäischen Markt Eurokapitalmarkt Europäische Bankenunion Hochschulschrift Eurokapitalmarkt Europäische Bankenunion	th-wildau:QP120
"Betriebswirtschaft Ausgliederung - Strategie der Gemeinde Boxberg/O.L. im Umgang mit dem Landschaftspark ""Bärwalder See"" Strategisches Management Outsourcing Hochschulschrift Strategisches Management Outsourcing"	th-wildau:QP120
Wirtschaft / Recht Chancen und Herausforderungen der Arbeitsmarktintegration von Asylsuchenden in Deutschland Berufliche Integration Asylbewerber Hochschulschrift Berufliche Integration Asylbewerber	th-wildau:PN216
Betriebswirtschaft Entwicklung einer Controlling-Konzeption für kleine, mittlere Unternehmen in der Bundesrepublik Deutschland Klein- und Mittelbetrieb Ressourcen Unterstützung Hochschulschrift Klein- und Mittelbetrieb Ressourcen Unterstützung	th-wildau:QP120
Betriebswirtschaft Erarbeitung einer Marketingkonzeption für ein Kinderhotel in Berlin Vereinbarkeit von Familie und Beruf Kinderbetreuung Marketingkonzept Marketingstrategie Hochschulschrift Vereinbarkeit von Familie und Beruf Kinderbetreuung Marketingkonzept Marketingstrategie	th-wildau:QP120
Wirtschaft / Recht Entwicklung eines Konzepts zur Optimierung der Mitarbeiterbindung bei der Deutschen Bahn AG Hochschulschrift	th-wildau:PN216
Betriebswirtschaft Bestellmengenplanung unter Beachtung von Lagerrestriktionen Logistik Bestellmengenpolitik Hochschulschrift Logistik Bestellmengenpolitik	th-wildau:QP120
Europäisches Management Untersuchung zur Fachkräfteakquise in angespannten Arbeitsmarktsituationen Arbeitsmarkt Personalbeschaffung Fachkraft Bevölkerungsentwicklung Hochschulschrift Arbeitsmarkt Personalbeschaffung Fachkraft Bevölkerungsentwicklung	th-wildau:QP120
Betriebswirtschaft Mitarbeitergesteuertes Online-Personaldatenmanagement : dargestellt am Beispiel eines Dienstleistungsunternehmens Personalinformationssystem Hochschulschrift Personalinformationssystem	th-wildau:QP120
Europäisches Management Green Project Management - stehen ökonomisches Wachstum und ökologische Nachhaltigkeit in einem antagonistischen Verhältnis? Wirtschaftswachstum Ökologie Hochschulschrift Wirtschaftswachstum Ökologie	th-wildau:QP120
Betriebswirtschaft Internationalisierung von Unternehmen - Herausforderungen bei der internationalen IT-Projektkommunikation am Beispiel des Unternehmens OTIS GmbH & Co. OHG Markteintrittsstrategie Interkulturalität Kommunikation Hochschulschrift Markteintrittsstrategie Interkulturalität Kommunikation	th-wildau:QP120
Betriebswirtschaft Qualifizierung eines bestehenden Weiterbildungsangebotes auf regionaler Ebene mit Hochschulniveau - am Beispiel des TWZ e.V. an der TH Wildau (FH) Qualifikation Weiterbildungsangebot Hochschule Hochschulschrift Qualifikation Weiterbildungsangebot Hochschule	th-wildau:QP120
Betriebswirtschaft Re-Positionierung im Produktmarketing - Chancen und Risiken am Beispiel von OfficeMaster von Ferrari electronic AG Hochschulschrift	th-wildau:QP120
Europäisches Management Kommunikationsmarketing für Start-Up Unternehmen aus der Eventindustrie : Entwicklung eines Kommunikationskonzeptes für das Start-Up HYPH Unternehmensgründung Kommunikation Marketing Hochschulschrift Unternehmensgründung Kommunikation Marketing	th-wildau:QP120
Kommunales Verwaltungsmanagement / Recht Die leistungsorientierte Bezahlung für Tarifbeschäftigte im öffentlichen Dienst gemäß § 18 TVöD-VKA : eine kritische Betrachtung aus motivationstheoretischer Sicht am Beispiel des Landkreises Prignitz Öffentlicher Dienst Leistungsbewertung Gehalt Hochschulschrift Öffentlicher Dienst Leistungsbewertung Gehalt	th-wildau:PN216
Logistik BMW Motorrad im Wandel zur Netzwerkproduktion – Optimierung des Materialbedarfsentstehungsprozesses BMW M GmbH Produktion Hochschulschrift BMW M GmbH Produktion	th-wildau:QP500
Europäisches Management Dimensionen von Geschäftsmodellen als 3D Druckdienstleister im europäischen Umfeld Geschäftsmodell 3D-Druck Rapid Prototyping (Fertigung) Hochschulschrift Geschäftsmodell 3D-Druck Rapid Prototyping (Fertigung)	th-wildau:QP120
Wirtschaftsingenieurwesen Entwicklung und Überprüfung eines Spezifikationsmodells für ein optisches Linsenarray Entwicklung Homogenisieren Qualität Montage Hochschulschrift Entwicklung Homogenisieren Qualität Montage	th-wildau:QP500
Wirtschaftsingenieurwesen Prozessanalyse und Optimierungsansätze des Fertigungsprozesses in der Kreismesserfertigung Archimedes, v287-v212: Dimensio circuli Optimierung Hochschulschrift Optimierung Archimedes, v287-v212: Dimensio circuli	th-wildau:QP500
Betriebswirtschaft Konzept und Evaluierung zum Abbau des Sanierungsstaus an den beruflichen und zentral-verwalteten Schulen von Berlin Sanierung Berufsschule Öffentliche Schule Berlin Hochschulschrift Sanierung Berufsschule Berlin Öffentliche Schule	th-wildau:QP120
Betriebswirtschaft Preiskommunikation : Erfolgsfaktor für die deutsche DIY-Branche am Beispiel des Hagebaumarkt Zeesen Hochschulschrift	th-wildau:QP120
Wirtschaftsinformatik Modellierung und Implemention eines Datenbanksystems und entsprechender Anwendungssoftware zur Digitalisierung des Erstmusterprüfprozesses der Firma Knorr-Bremse Systeme für Schienenfahrzeuge GmbH, Berlin Musterprüfung Prozessanalyse FMEA Implementierung (Informatik) Hochschulschrift Musterprüfung Prozessanalyse FMEA Implementierung 〈Informatik〉	th-wildau:QH500
Wirtschaft / Recht Marken- und Produktpiraterie - Gefahren für Innovationen und gesellschaftlichen Fortschritt Produktpiraterie Markenrecht Hochschulschrift Produktpiraterie Markenrecht	th-wildau:PN216
Verwaltung / Recht Mitarbeiterintegration bei Fusionen - Möglichkeiten und Probleme Fusion Personalpolitik Hochschulschrift Fusion Personalpolitik	th-wildau:PN216
Logistik Erprobung eines Logistikkonzepts für Kleinladungstransporte innerhalb des zapf umzüge Netzwerks Logistik Umzugsverkehr Hochschulschrift Logistik Umzugsverkehr	th-wildau:QP500
Betriebswirtschaft Konzernbilanzanalyse der Deutschen Bahn AG (2000-2003) Hochschulschrift	th-wildau:QP120
Verwaltung / Recht Untersuchungen zur künstlichen Intelligenz als Antwort auf die demografische Entwicklung in der Verwaltung Künstliche Intelligenz Bevölkerungsentwicklung Hochschulschrift Künstliche Intelligenz Bevölkerungsentwicklung	th-wildau:PN216
